uuid,country_code,rural
26cda010-daef-0133-1142-0a81e8b09a82,ES,urban
0e6f0650-d9c0-0133-c743-0a81e8b09a82,ES,Non-Rural
1bdfd040-d8fd-0133-bd57-0a81e8b09a82,ES,city
02029080-d8de-0133-5d3a-0a81e8b09a82,ES,city
80722540-dc1c-0133-d4dc-0a81e8b09a82,ES,urban
36967d90-dc06-0133-e228-0a81e8b09a82,ES,urban
22aa2390-d998-0133-79b6-0a81e8b09a82,ES,urban
2c372ab0-d976-0133-061c-0a81e8b09a82,ES,urban
40741a60-d9a5-0133-2076-0a81e8b09a82,ES,city
b703ce90-d978-0133-0f89-0a81e8b09a82,ES,urban
e762b7c0-dcb7-0133-727d-0a81e8b09a82,ES,urban
0429f290-d90b-0133-a6ac-0a81e8b09a82,ES,urban
33dbefa0-da4e-0133-4085-0a81e8b09a82,ES,rural
dcee7e00-da5b-0133-0cf0-0a81e8b09a82,ES,Country
774c7810-da86-0133-e477-0a81e8b09a82,ES,urban
76402b80-da56-0133-877a-0a81e8b09a82,ES,urban
8a708e80-d8f3-0133-a95f-0a81e8b09a82,ES,rural
99c720b0-dbd1-0133-efef-0a81e8b09a82,ES,Non-Rural
6b7fd530-d9c4-0133-24ea-0a81e8b09a82,ES,urban
97f28230-da58-0133-cd05-0a81e8b09a82,ES,Non-Rural
f2a39200-dcbb-0133-190a-0a81e8b09a82,ES,rural
12e1f350-d9bd-0133-ba8b-0a81e8b09a82,ES,urban
3a249540-d972-0133-f681-0a81e8b09a82,ES,Non-Rural
18c8d890-d8ac-0133-6c0e-0a81e8b09a82,ES,countryside
17e2a0c0-dbd1-0133-edc7-0a81e8b09a82,ES,urban
e46cc440-d985-0133-3665-0a81e8b09a82,ES,Country
bca92b10-d976-0133-085b-0a81e8b09a82,ES,urban
4145a450-da31-0133-ae3b-0a81e8b09a82,ES,city
8e134c20-d9b9-0133-db8b-0a81e8b09a82,ES,city
b46d8cf0-d978-0133-0f76-0a81e8b09a82,ES,Non-Rural
975939e0-da3d-0133-c7ba-0a81e8b09a82,ES,city
842824b0-d93e-0133-c19e-0a81e8b09a82,ES,urban
cdddf460-d967-0133-7367-0a81e8b09a82,ES,city
badc73a0-d93f-0133-c365-0a81e8b09a82,ES,urban
6e00c1f0-da38-0133-486d-0a81e8b09a82,ES,rural
9d908190-d942-0133-c785-0a81e8b09a82,ES,urban
56de9bb0-db33-0133-9a62-0a81e8b09a82,ES,Non-Rural
82956fb0-d8c7-0133-9cdd-0a81e8b09a82,ES,city
7278bc10-dcb5-0133-8755-0a81e8b09a82,ES,Non-Rural
0b69ecb0-d9a9-0133-0d8b-0a81e8b09a82,ES,urban
706205d0-dcaf-0133-a3e0-0a81e8b09a82,ES,Non-Rural
3e7554f0-d8aa-0133-692f-0a81e8b09a82,ES,Country
918631c0-dacb-0133-7699-0a81e8b09a82,ES,urban
4ee4d880-da04-0133-04ce-0a81e8b09a82,ES,Non-Rural
61528ea0-db5e-0133-f35e-0a81e8b09a82,ES,urban
b87dc5e0-d9c6-0133-93cc-0a81e8b09a82,ES,city
c8370d90-dcce-0133-04d6-0a81e8b09a82,ES,urban
3ead9570-d970-0133-91bd-0a81e8b09a82,ES,Non-Rural
7181e650-d8ea-0133-9c09-0a81e8b09a82,ES,urban
be406760-da8c-0133-c837-0a81e8b09a82,ES,city
b51f1b80-d9c3-0133-fb43-0a81e8b09a82,ES,rural
e5154800-d982-0133-788f-0a81e8b09a82,ES,city
588424e0-d958-0133-674c-0a81e8b09a82,ES,urban
34c43a50-da1d-0133-f2d8-0a81e8b09a82,ES,rural
daa9e870-da3c-0133-c3c9-0a81e8b09a82,ES,city
e768e6c0-d96f-0133-9056-0a81e8b09a82,ES,urban
2421f5a0-da37-0133-7b29-0a81e8b09a82,ES,urban
4f8af0b0-db49-0133-46eb-0a81e8b09a82,ES,urban
13d93540-da38-0133-8038-0a81e8b09a82,ES,rural
5db60300-dbf2-0133-17f8-0a81e8b09a82,ES,urban
ee55a600-da1b-0133-ee4c-0a81e8b09a82,ES,urban
16803d80-d983-0133-7961-0a81e8b09a82,ES,rural
2dad10c0-d97d-0133-0b51-0a81e8b09a82,ES,Non-Rural
ceb21510-dafd-0133-5dd2-0a81e8b09a82,ES,Non-Rural
6bc42940-d8fe-0133-bf99-0a81e8b09a82,ES,urban
a52eabe0-d986-0133-3a11-0a81e8b09a82,ES,Non-Rural
29ead390-d973-0133-f9ab-0a81e8b09a82,ES,rural
31c02c90-d9e5-0133-f49f-0a81e8b09a82,ES,urban
cbabaee0-dc07-0133-e939-0a81e8b09a82,ES,urban
e2408e10-d9da-0133-92e3-0a81e8b09a82,ES,urban
b27118b0-d970-0133-9373-0a81e8b09a82,ES,Non-Rural
7c567710-daf6-0133-7d78-0a81e8b09a82,ES,rural
6eff8b00-d965-0133-f5d5-0a81e8b09a82,ES,urban
e5ba6eb0-dad5-0133-3eb6-0a81e8b09a82,ES,urban
6c1ae280-d963-0133-426d-0a81e8b09a82,ES,Country
ec0a4560-d9bf-0133-c6be-0a81e8b09a82,ES,Non-Rural
d23df3e0-d8d4-0133-63ad-0a81e8b09a82,ES,urban
0d189b50-dcb1-0133-a9e3-0a81e8b09a82,ES,urban
5a991e90-d8dc-0133-9c31-0a81e8b09a82,ES,urban
95aa0e00-d909-0133-d2c1-0a81e8b09a82,ES,urban
23b0ba00-d8f2-0133-16fb-0a81e8b09a82,ES,city
a2508eb0-da49-0133-fe11-0a81e8b09a82,ES,rural
42bf79a0-d9b8-0133-d6a4-0a81e8b09a82,ES,urban
387846f0-d9b7-0133-9a94-0a81e8b09a82,ES,city
467e2010-d8dd-0133-5b92-0a81e8b09a82,ES,rural
7cb5b6b0-d982-0133-766a-0a81e8b09a82,ES,rural
bf2556c0-d98f-0133-f71b-0a81e8b09a82,ES,urban
1aed02a0-d8c6-0133-55a9-0a81e8b09a82,ES,urban
387e3fe0-d967-0133-af12-0a81e8b09a82,ES,urban
5c483710-d994-0133-a409-0a81e8b09a82,ES,Non-Rural
ecc67bd0-d8c4-0133-85f3-0a81e8b09a82,ES,city
7ced38c0-db66-0133-398f-0a81e8b09a82,ES,urban
e6526450-d980-0133-12a6-0a81e8b09a82,ES,city
ecefcf30-d9a3-0133-759a-0a81e8b09a82,ES,Non-Rural
3fd4d3a0-da0a-0133-2385-0a81e8b09a82,ES,Non-Rural
d8cee340-d99b-0133-ae8b-0a81e8b09a82,ES,rural
a617ae60-dce7-0133-66ba-0a81e8b09a82,ES,Non-Rural
629628a0-dcb9-0133-0a80-0a81e8b09a82,ES,countryside
46ca7b80-d962-0133-d0d0-0a81e8b09a82,ES,urban
09ab6b40-d9af-0133-2f87-0a81e8b09a82,ES,Non-Rural
008eeae0-d990-0133-f83f-0a81e8b09a82,ES,Non-Rural
f3f90e80-da1d-0133-f5ef-0a81e8b09a82,ES,urban
4d37ad70-dbf5-0133-30f1-0a81e8b09a82,ES,urban
2bb6da70-dc87-0133-f57a-0a81e8b09a82,ES,countryside
79b38030-d956-0133-8bf6-0a81e8b09a82,ES,urban
65f27ed0-dc05-0133-df47-0a81e8b09a82,ES,urban
79e899e0-da92-0133-d918-0a81e8b09a82,ES,city
acd3ee00-dcb0-0133-a882-0a81e8b09a82,ES,urban
3ffcf3a0-d8d0-0133-5661-0a81e8b09a82,ES,Non-Rural
a659d600-d945-0133-55d7-0a81e8b09a82,ES,city
438f3d10-d8ee-0133-3d06-0a81e8b09a82,ES,urban
b0033040-d8e0-0133-b105-0a81e8b09a82,ES,countryside
69757a30-d8ce-0133-672f-0a81e8b09a82,ES,urban
8359b450-d8f3-0133-a950-0a81e8b09a82,ES,urban
e3625f20-dc76-0133-3841-0a81e8b09a82,ES,city
4d895150-d9d2-0133-ca1a-0a81e8b09a82,ES,Non-Rural
ad2a2710-d97b-0133-c8ca-0a81e8b09a82,ES,Non-Rural
ac1ee900-da60-0133-cf9c-0a81e8b09a82,ES,Non-Rural
2b3f3810-d969-0133-77f7-0a81e8b09a82,ES,urban
0b79bfa0-d9c2-0133-2c3a-0a81e8b09a82,ES,urban
2c2a0130-dce0-0133-c4a5-0a81e8b09a82,ES,Non-Rural
29217b70-dcb5-0133-858c-0a81e8b09a82,ES,city
2c05caa0-d975-0133-3758-0a81e8b09a82,ES,urban
478a8d30-dac5-0133-cf98-0a81e8b09a82,ES,urban
665c0700-d9af-0133-3128-0a81e8b09a82,ES,countryside
83924b10-d976-0133-077e-0a81e8b09a82,ES,urban
50d43150-da47-0133-1220-0a81e8b09a82,ES,rural
f12deaa0-dbea-0133-3845-0a81e8b09a82,ES,urban
73903610-d967-0133-71d9-0a81e8b09a82,ES,countryside
9981d090-d8c6-0133-56cb-0a81e8b09a82,ES,urban
9cc69d30-d945-0133-55bf-0a81e8b09a82,ES,rural
603bde70-da30-0133-ab35-0a81e8b09a82,ES,urban
021bc8b0-da20-0133-fdbf-0a81e8b09a82,ES,urban
44425af0-d964-0133-447c-0a81e8b09a82,ES,urban
cd8133e0-d984-0133-308d-0a81e8b09a82,ES,Country
73ce7340-d986-0133-3914-0a81e8b09a82,ES,urban
15846960-d978-0133-0d3c-0a81e8b09a82,ES,city
7de60050-d9b8-0133-d791-0a81e8b09a82,ES,Country
39e891e0-d8e9-0133-c3d4-0a81e8b09a82,ES,countryside
4e40cbb0-d958-0133-6735-0a81e8b09a82,ES,urban
c07e9e50-d8e2-0133-b6cc-0a81e8b09a82,ES,urban
1fa17640-dc12-0133-634b-0a81e8b09a82,ES,urban
2616a240-d967-0133-aeaa-0a81e8b09a82,ES,rural
8dcd0450-d985-0133-34c3-0a81e8b09a82,ES,urban
90d38390-dcbb-0133-169e-0a81e8b09a82,ES,city
6a5fecf0-d8ad-0133-6de7-0a81e8b09a82,ES,urban
673318e0-d9ac-0133-8b32-0a81e8b09a82,ES,countryside
b45cfe00-d99e-0133-9855-0a81e8b09a82,ES,urban
67314030-d8d9-0133-9392-0a81e8b09a82,ES,urban
8aaace80-d8d7-0133-1d16-0a81e8b09a82,ES,urban
f4fe9420-d99e-0133-997f-0a81e8b09a82,ES,urban
02a6b1b0-dce9-0133-5233-0a81e8b09a82,ES,urban
88289100-dd28-0133-6aed-0a81e8b09a82,ES,city
bae0a4c0-d97f-0133-f7ad-0a81e8b09a82,ES,Country
b46e7c10-d906-0133-cec7-0a81e8b09a82,ES,city
fb181d80-d9a1-0133-faf0-0a81e8b09a82,ES,Non-Rural
ade88db0-d8f1-0133-1614-0a81e8b09a82,ES,urban
07c92b20-d964-0133-43c1-0a81e8b09a82,ES,urban
1bd9b030-d9b7-0133-9a1c-0a81e8b09a82,ES,urban
652b31e0-d8b3-0133-f62a-0a81e8b09a82,ES,urban
f0067030-d8ce-0133-68a0-0a81e8b09a82,ES,Non-Rural
97842b70-d8d2-0133-5d8b-0a81e8b09a82,ES,city
b85bfa20-d985-0133-3582-0a81e8b09a82,ES,urban
9dda8ec0-da3b-0133-df82-0a81e8b09a82,ES,Non-Rural
3e717d30-d979-0133-fb74-0a81e8b09a82,ES,Country
c183fd00-db64-0133-35af-0a81e8b09a82,ES,urban
1cd693b0-daf4-0133-b5f3-0a81e8b09a82,ES,Non-Rural
9a683d10-d8dc-0133-9ce1-0a81e8b09a82,ES,rural
d45f3000-da1a-0133-add5-0a81e8b09a82,ES,urban
9a978030-d8c6-0133-56cf-0a81e8b09a82,ES,urban
cb306240-d96b-0133-196e-0a81e8b09a82,ES,urban
b89d5c10-da39-0133-edd9-0a81e8b09a82,ES,urban
3e99fb70-da16-0133-9e17-0a81e8b09a82,ES,rural
eb7d2f30-da03-0133-044b-0a81e8b09a82,ES,Non-Rural
91c0b740-d9a2-0133-fe14-0a81e8b09a82,ES,Non-Rural
c4b12ad0-d9fd-0133-2afe-0a81e8b09a82,ES,city
a81f7240-d8c4-0133-8504-0a81e8b09a82,ES,Non-Rural
752acce0-da35-0133-f3da-0a81e8b09a82,ES,urban
45e13c80-dae3-0133-32f6-0a81e8b09a82,ES,city
f2af4a40-d8ee-0133-3ed3-0a81e8b09a82,ES,urban
97d81990-db49-0133-50d2-0a81e8b09a82,ES,city
88e17970-d9b0-0133-fd53-0a81e8b09a82,ES,urban
4c4809f0-dce3-0133-d2b5-0a81e8b09a82,ES,Country
91e15df0-d969-0133-7917-0a81e8b09a82,ES,urban
67de9400-d938-0133-bb8a-0a81e8b09a82,ES,urban
2a98e4c0-d98b-0133-a419-0a81e8b09a82,ES,urban
1d47e0c0-da5c-0133-0eb8-0a81e8b09a82,ES,city
aedd2d10-da1d-0133-f4de-0a81e8b09a82,ES,city
9e9d4fc0-dd26-0133-67a9-0a81e8b09a82,ES,city
9559bb60-d8e8-0133-c218-0a81e8b09a82,ES,city
de84dec0-db20-0133-0b5a-0a81e8b09a82,ES,Country
c8c12490-d8dd-0133-5cb8-0a81e8b09a82,ES,Non-Rural
d517f3e0-d97f-0133-f814-0a81e8b09a82,ES,city
31d20160-dbd6-0133-e8cd-0a81e8b09a82,ES,Non-Rural
cee50700-dcdd-0133-7e29-0a81e8b09a82,ES,urban
89316eb0-d943-0133-4e03-0a81e8b09a82,ES,urban
594f5610-d978-0133-0df0-0a81e8b09a82,ES,rural
bbe9a610-d973-0133-fb80-0a81e8b09a82,ES,urban
a55c3f00-d97a-0133-58f1-0a81e8b09a82,ES,Non-Rural
734df500-d94c-0133-8c12-0a81e8b09a82,ES,city
540b4550-d971-0133-cc69-0a81e8b09a82,ES,city
defe2220-d8f7-0133-b3e9-0a81e8b09a82,ES,urban
32127ee0-da1b-0133-aef8-0a81e8b09a82,ES,urban
f35e25b0-da07-0133-0d96-0a81e8b09a82,ES,Non-Rural
3c2b8e80-d902-0133-c72a-0a81e8b09a82,ES,city
c5f07340-d977-0133-0c3a-0a81e8b09a82,ES,city
af50bfb0-d971-0133-f45d-0a81e8b09a82,ES,Country
b97a5da0-da1c-0133-f151-0a81e8b09a82,ES,city
14694bb0-d979-0133-fa92-0a81e8b09a82,ES,Non-Rural
75ed3340-d9a0-0133-a0c8-0a81e8b09a82,ES,rural
6245d0e0-d99c-0133-b090-0a81e8b09a82,ES,rural
3fb4fff0-d9a0-0133-9fb8-0a81e8b09a82,ES,Non-Rural
bc3693b0-d8c8-0133-a04a-0a81e8b09a82,ES,urban
0d7119a0-d8e1-0133-b201-0a81e8b09a82,ES,city
b5f5cad0-d949-0133-1a48-0a81e8b09a82,ES,urban
bf5d4cd0-da3b-0133-e012-0a81e8b09a82,ES,urban
5c50b810-d9bc-0133-b84b-0a81e8b09a82,ES,Non-Rural
fffa2a60-dc71-0133-8480-0a81e8b09a82,ES,Non-Rural
0731e0e0-d986-0133-3715-0a81e8b09a82,ES,city
c2a6e420-d8c4-0133-8552-0a81e8b09a82,ES,urban
d5c92410-d934-0133-436c-0a81e8b09a82,ES,city
d5bb8920-d97b-0133-c996-0a81e8b09a82,ES,city
04550170-db18-0133-382a-0a81e8b09a82,ES,countryside
016adfa0-dca7-0133-ba3c-0a81e8b09a82,ES,Non-Rural
86482d80-d964-0133-4558-0a81e8b09a82,ES,city
bfae2930-d94f-0133-596e-0a81e8b09a82,ES,Non-Rural
7d417280-d8d5-0133-6585-0a81e8b09a82,ES,city
98ef0e70-d94a-0133-8954-0a81e8b09a82,ES,city
bfb756e0-d967-0133-7306-0a81e8b09a82,ES,Country
fd2de050-d8e0-0133-b1cd-0a81e8b09a82,ES,urban
b6573f50-dcbc-0133-feae-0a81e8b09a82,ES,Non-Rural
1ec139a0-d8d1-0133-58b9-0a81e8b09a82,ES,urban
c6bafd00-dcba-0133-11d8-0a81e8b09a82,ES,Non-Rural
9c478b00-d959-0133-5c8b-0a81e8b09a82,ES,Non-Rural
cce4faa0-d9b4-0133-d45f-0a81e8b09a82,ES,rural
9c46d1b0-dcbb-0133-16f4-0a81e8b09a82,ES,Non-Rural
d63eba60-da5c-0133-147e-0a81e8b09a82,ES,city
90475050-d8e7-0133-bf64-0a81e8b09a82,ES,rural
c00f64a0-d99e-0133-98a9-0a81e8b09a82,ES,city
10b1a7e0-da31-0133-ad5e-0a81e8b09a82,ES,Non-Rural
c22d4540-d8de-0133-5fef-0a81e8b09a82,ES,countryside
bd0f63e0-d99a-0133-ab38-0a81e8b09a82,ES,urban
a33534a0-dcd8-0133-55b8-0a81e8b09a82,ES,urban
96846d20-d930-0133-3e44-0a81e8b09a82,ES,urban
183e0a40-daf4-0133-b5d6-0a81e8b09a82,ES,urban
76e32950-da39-0133-569f-0a81e8b09a82,ES,urban
7d9bfd80-d92b-0133-3907-0a81e8b09a82,ES,city
f56715a0-dc0a-0133-8a49-0a81e8b09a82,ES,rural
39c391f0-d95c-0133-6236-0a81e8b09a82,ES,urban
8d54eaf0-d8d0-0133-5761-0a81e8b09a82,ES,urban
36bda070-da20-0133-fe88-0a81e8b09a82,ES,Country
66880a90-d8b5-0133-ff21-0a81e8b09a82,ES,city
29488d30-d8c4-0133-83b3-0a81e8b09a82,ES,Country
872d1f80-da23-0133-edd0-0a81e8b09a82,ES,city
0b8e8c30-da0b-0133-256a-0a81e8b09a82,ES,Non-Rural
39de8420-d8d7-0133-1c31-0a81e8b09a82,ES,urban
f49a9550-d956-0133-8cec-0a81e8b09a82,ES,urban
5d9258b0-d9b1-0133-0176-0a81e8b09a82,ES,Non-Rural
2c682520-d965-0133-479e-0a81e8b09a82,ES,city
d3a36700-d8ad-0133-6e9b-0a81e8b09a82,ES,urban
90b5ee00-daed-0133-0b1c-0a81e8b09a82,ES,Country
159df030-d90e-0133-c2a0-0a81e8b09a82,ES,Country
f77a7770-da4a-0133-233c-0a81e8b09a82,ES,city
b76ebf40-d957-0133-6611-0a81e8b09a82,ES,city
73ffe620-d977-0133-0b21-0a81e8b09a82,ES,rural
47f9a0a0-d8e0-0133-afca-0a81e8b09a82,ES,city
cdc61280-d973-0133-fbca-0a81e8b09a82,ES,rural
054eae00-dbe2-0133-ff3d-0a81e8b09a82,ES,rural
d0cd01d0-da4e-0133-eca6-0a81e8b09a82,ES,urban
81249a20-dcce-0133-030c-0a81e8b09a82,ES,urban
54bcf240-d997-0133-75a8-0a81e8b09a82,ES,urban
d0d3f310-d93f-0133-c383-0a81e8b09a82,ES,city
bdc136a0-d8e8-0133-c286-0a81e8b09a82,ES,urban
e48acd10-da1e-0133-f969-0a81e8b09a82,ES,city
3a515590-d9c8-0133-02ee-0a81e8b09a82,ES,urban
6df87320-d976-0133-073c-0a81e8b09a82,ES,urban
a7910000-da31-0133-afff-0a81e8b09a82,ES,Country
eb04a030-dbdc-0133-472b-0a81e8b09a82,ES,city
193556b0-d996-0133-70a5-0a81e8b09a82,ES,Non-Rural
ca1e7aa0-d8e9-0133-9a94-0a81e8b09a82,ES,rural
4048b4d0-da4e-0133-40ec-0a81e8b09a82,ES,city
9b9d43b0-da27-0133-6fa7-0a81e8b09a82,ES,Non-Rural
05e2d5d0-da22-0133-e716-0a81e8b09a82,ES,urban
94667650-dcb2-0133-9708-0a81e8b09a82,ES,Non-Rural
ab2f1fe0-da8d-0133-cb12-0a81e8b09a82,ES,city
f22aea60-d975-0133-aff9-0a81e8b09a82,ES,urban
6b18cdd0-d97d-0133-0c3d-0a81e8b09a82,ES,urban
5c340620-db1f-0133-59d4-0a81e8b09a82,ES,Non-Rural
676670e0-d8a8-0133-6614-0a81e8b09a82,ES,urban
94bde940-da5c-0133-1240-0a81e8b09a82,ES,city
b1dba2f0-d942-0133-c79a-0a81e8b09a82,ES,rural
033878f0-d8e8-0133-c0c3-0a81e8b09a82,ES,urban
f5772e90-d96b-0133-1a21-0a81e8b09a82,ES,countryside
f857d070-d99c-0133-915b-0a81e8b09a82,ES,urban
b1db4d00-d964-0133-460a-0a81e8b09a82,ES,urban
a81df160-d9bc-0133-b978-0a81e8b09a82,ES,urban
41db0800-d8d1-0133-5919-0a81e8b09a82,ES,city
19c39af0-d91c-0133-2842-0a81e8b09a82,ES,urban
ce82a970-d967-0133-736c-0a81e8b09a82,ES,rural
06078130-d902-0133-c6af-0a81e8b09a82,ES,urban
55615190-d8ce-0133-66ee-0a81e8b09a82,ES,city
3f105870-d8d2-0133-5c21-0a81e8b09a82,ES,Non-Rural
8ea10f10-d95a-0133-5e74-0a81e8b09a82,ES,urban
f2a10180-d990-0133-5d56-0a81e8b09a82,ES,urban
9e55fe60-d9ba-0133-dfc4-0a81e8b09a82,ES,urban
b1fdabd0-d960-0133-7cae-0a81e8b09a82,ES,urban
381c8fd0-da3a-0133-db32-0a81e8b09a82,ES,countryside
20d3b620-d8c9-0133-a169-0a81e8b09a82,ES,Country
c1f706b0-d968-0133-7680-0a81e8b09a82,ES,urban
c1e42930-da40-0133-ddcc-0a81e8b09a82,ES,urban
20dd69a0-d98b-0133-a3f5-0a81e8b09a82,ES,urban
425bcb00-dcdc-0133-7508-0a81e8b09a82,ES,urban
13fbb790-d9b7-0133-9a04-0a81e8b09a82,ES,city
ff6219a0-da28-0133-75f4-0a81e8b09a82,ES,city
f5e6ffa0-da5b-0133-0da9-0a81e8b09a82,ES,Country
824e3a90-d964-0133-454b-0a81e8b09a82,ES,urban
d220c530-daa0-0133-2b51-0a81e8b09a82,ES,city
e259ff90-da36-0133-7a06-0a81e8b09a82,ES,city
b94d5e70-da51-0133-f092-0a81e8b09a82,ES,urban
f6060370-dbaf-0133-b722-0a81e8b09a82,ES,countryside
1d944790-d983-0133-797b-0a81e8b09a82,ES,rural
e6ee5170-d977-0133-0c96-0a81e8b09a82,ES,urban
8bcd1020-da2e-0133-855f-0a81e8b09a82,ES,urban
03c7e2c0-d969-0133-7751-0a81e8b09a82,ES,rural
95a88050-dac5-0133-d06d-0a81e8b09a82,ES,urban
bc052cb0-dc70-0133-81e6-0a81e8b09a82,ES,urban
c92c8e10-d974-0133-35a3-0a81e8b09a82,ES,rural
631c9470-d95f-0133-7900-0a81e8b09a82,ES,rural
95e3a790-d977-0133-0b8a-0a81e8b09a82,ES,urban
82af1770-dbb3-0133-968b-0a81e8b09a82,ES,urban
f0257280-d942-0133-c7e9-0a81e8b09a82,ES,urban
a5b3c430-dbba-0133-5bb3-0a81e8b09a82,ES,city
a25cf460-da47-0133-1456-0a81e8b09a82,ES,urban
24fe4730-d8fd-0133-bd68-0a81e8b09a82,ES,rural
729e00b0-da21-0133-35c8-0a81e8b09a82,ES,Non-Rural
82ce8540-d98d-0133-f357-0a81e8b09a82,ES,urban
35feb560-db43-0133-885e-0a81e8b09a82,ES,Non-Rural
5c61d620-d8c6-0133-561d-0a81e8b09a82,ES,urban
1b3bc020-d9bb-0133-b37e-0a81e8b09a82,ES,Non-Rural
502ad100-daeb-0133-8341-0a81e8b09a82,ES,Non-Rural
79901b40-dbc0-0133-d6a5-0a81e8b09a82,ES,urban
fcf79370-d9fc-0133-6de0-0a81e8b09a82,ES,countryside
59daa210-dcac-0133-e983-0a81e8b09a82,ES,urban
bf9d1ec0-dc0a-0133-8989-0a81e8b09a82,ES,city
0dc9c840-d976-0133-b07b-0a81e8b09a82,ES,urban
17af1c90-db2d-0133-d7e3-0a81e8b09a82,ES,rural
d8f079c0-d977-0133-0c74-0a81e8b09a82,ES,urban
0ac2a110-d943-0133-c800-0a81e8b09a82,ES,city
17b31e70-d970-0133-9115-0a81e8b09a82,ES,urban
8011f500-d97e-0133-f29c-0a81e8b09a82,ES,city
53618ba0-d8ce-0133-66e5-0a81e8b09a82,ES,city
2f26abd0-d970-0133-916c-0a81e8b09a82,ES,countryside
1b86cc80-d98a-0133-9fd5-0a81e8b09a82,ES,urban
f0cf2100-d8ea-0133-9d9b-0a81e8b09a82,ES,urban
f6dc6280-d973-0133-fc5b-0a81e8b09a82,ES,rural
4adbf9d0-dcb6-0133-694c-0a81e8b09a82,ES,Non-Rural
d92ef420-da8d-0133-cb94-0a81e8b09a82,ES,city
40174d70-d8d5-0133-64dc-0a81e8b09a82,ES,urban
3977a780-da55-0133-43da-0a81e8b09a82,ES,urban
01bc1480-dcc4-0133-f412-0a81e8b09a82,ES,urban
4d8e44f0-d8d6-0133-6809-0a81e8b09a82,ES,urban
03b70450-d8ed-0133-afa1-0a81e8b09a82,ES,Non-Rural
40445be0-dcb9-0133-09ae-0a81e8b09a82,ES,urban
c6da5e40-d977-0133-0c3c-0a81e8b09a82,ES,urban
fd802df0-d970-0133-ca9b-0a81e8b09a82,ES,urban
4b08ba10-d8e9-0133-c3f4-0a81e8b09a82,ES,urban
c6d42050-d916-0133-2089-0a81e8b09a82,ES,urban
9a5d1ec0-d8d4-0133-62fe-0a81e8b09a82,ES,urban
4eedcc50-d9be-0133-bf92-0a81e8b09a82,ES,Non-Rural
b04ba230-d987-0133-3eba-0a81e8b09a82,ES,urban
c0513640-d97a-0133-5980-0a81e8b09a82,ES,rural
7dbb07e0-da51-0133-bf9e-0a81e8b09a82,ES,urban
ad6abfe0-d90d-0133-c1e4-0a81e8b09a82,ES,city
4df58820-d8cd-0133-63cc-0a81e8b09a82,ES,urban
6d7c9390-d939-0133-bb36-0a81e8b09a82,ES,city
ee02de00-da25-0133-6808-0a81e8b09a82,ES,city
cd7c6520-d970-0133-93f7-0a81e8b09a82,ES,Non-Rural
36e0d2b0-d973-0133-f9d7-0a81e8b09a82,ES,urban
ad8cc3d0-db0d-0133-d2f1-0a81e8b09a82,ES,urban
6a0649d0-d8f0-0133-1336-0a81e8b09a82,ES,urban
9ce74c90-da30-0133-abe1-0a81e8b09a82,ES,city
e0be9340-d972-0133-f8b0-0a81e8b09a82,ES,Country
66ffea70-da53-0133-7cbc-0a81e8b09a82,ES,urban
e775a600-d96e-0133-0790-0a81e8b09a82,ES,city
b436d8b0-d9a1-0133-f9fb-0a81e8b09a82,ES,city
70d7d750-d980-0133-10b7-0a81e8b09a82,ES,urban
83f9f580-d9c1-0133-2ed0-0a81e8b09a82,ES,urban
e43cdb50-d997-0133-789a-0a81e8b09a82,ES,rural
8deaf620-da28-0133-7417-0a81e8b09a82,ES,countryside
672ba170-d9c2-0133-2dc0-0a81e8b09a82,ES,urban
4ba2e5e0-d9b4-0133-30b9-0a81e8b09a82,ES,Non-Rural
d6f83370-d904-0133-cbff-0a81e8b09a82,ES,urban
5af98eb0-d9a3-0133-725e-0a81e8b09a82,ES,urban
60dd58e0-d9ac-0133-8b0f-0a81e8b09a82,ES,Country
9a093850-da47-0133-1425-0a81e8b09a82,ES,city
e0fbf9e0-d926-0133-340f-0a81e8b09a82,ES,countryside
cab62f90-d9c3-0133-fb8a-0a81e8b09a82,ES,city
dd76fac0-d960-0133-7d22-0a81e8b09a82,ES,urban
13317440-dbfc-0133-7479-0a81e8b09a82,ES,city
b80da520-da09-0133-2220-0a81e8b09a82,ES,urban
6e1732b0-d991-0133-5f6b-0a81e8b09a82,ES,urban
ad2aebe0-d999-0133-189d-0a81e8b09a82,ES,Non-Rural
f7fcbb40-d96a-0133-7e06-0a81e8b09a82,ES,Non-Rural
e4fa2630-da38-0133-5375-0a81e8b09a82,ES,Non-Rural
da5338a0-dcb2-0133-988a-0a81e8b09a82,ES,city
f2259c20-da1b-0133-ee62-0a81e8b09a82,ES,urban
6e2b83b0-da2b-0133-469e-0a81e8b09a82,ES,urban
49e85a40-d8ac-0133-6c42-0a81e8b09a82,ES,city
1db40540-d969-0133-77ab-0a81e8b09a82,ES,urban
918f5c90-da54-0133-3e64-0a81e8b09a82,ES,rural
a486e770-db14-0133-f11b-0a81e8b09a82,ES,city
e509f9e0-dcd8-0133-56b8-0a81e8b09a82,ES,urban
679f6bf0-da4a-0133-f45a-0a81e8b09a82,ES,Country
ab54faa0-d993-0133-6991-0a81e8b09a82,ES,urban
c196e280-d93d-0133-c0a4-0a81e8b09a82,ES,urban
7b8b6ac0-d982-0133-7664-0a81e8b09a82,ES,urban
fb9f3a10-d973-0133-fc66-0a81e8b09a82,ES,rural
